Title,Artist,ReleaseDate,Info,MetaScore,UserScore,Cover
Sound Ancestors,Madlib,"January 29, 2021","The latest full-length release for the Los Angeles-based hip-hop artist was edited, arranged and mastered by Kieran Hebden (Four Tet).",86,8.6,https://static.metacritic.com/images/products/music/8/0d3bc8495c59451dded1a55d36712848-98.jpg
Diaspora Problems,Soul Glo,"March 25, 2022","The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.",86,7.7,https://static.metacritic.com/images/products/music/7/002870edf534fe887cb715399c659d3a-98.jpg
Throes of Joy in the Jaws of Defeatism,Napalm Death,"September 18, 2020",The 16th full-length studio release for the British grindcore band was produced by Russ Russell.,86,7.7,https://static.metacritic.com/images/products/music/1/b9d9c487a97fbbb5c5fb866b3e708aed-98.jpg
Stone Rollin',Raphael Saadiq,"May 10, 2011","The soul singer continues his 1960's-inspired music with a fourth album, blending vintage R&B sounds and smooth soul-pop.",86,7.4,https://static.metacritic.com/images/products/music/6/ab812d84a948e6592c4eb7871498c0ad-98.jpg
What Does It All Mean? 1983-2006 Retrospective,Steinski,"May 27, 2008","The two-disc set includes the 28-track ""Nothing to Fear"" on disc two.",86,8.3,https://static.metacritic.com/images/products/music/2/5fa8398f2598e810b928f83b86861a1e-98.jpg
Feast of Wire,Calexico,"February 18, 2003","The Tucson, Arizona-based duo of Joey Burns and John Convertino return with their fourth full-length album.",86,8.7,https://static.metacritic.com/images/products/music/1/071bae94d55aaa8bd3fa01b13bfa254a-98.jpg
Soul of a Woman,Sharon Jones & the Dap-Kings,"November 17, 2017",The final album for Sharon Jones (who passed away in 2016 from cancer) & The Dap-Kings was recorded on eight-track tape in Brooklyn.,86,8.3,https://static.metacritic.com/images/products/music/4/5ceb68b60078dc3367f66e38d8f0879e-98.jpg
Kitchen Sink,Nadine Shah,"June 26, 2020",The fourth full-length release for the British singer-songwriter was produced by Ben Hillier.,86,7.1,https://static.metacritic.com/images/products/music/1/5f917fed1be3e31400b27733788c5a8f-98.jpg
(After) [Live],Mount Eerie,"September 21, 2018",The live recording of some of Phil Elverum's songs from A Crow Looked At Me and Now Only performed in a 13th century Gothic church during 2017's Le Guess Who? festival in the Netherlands.,86,8.5,https://static.metacritic.com/images/products/music/0/5fcbd3fa66b673100be067a8ba59d540-98.jpg
DAYTONA,Pusha T,"May 25, 2018",The third full-length studio release for the rapper features guest appearances from Rick Ross and Kanye West.,86,8.2,https://static.metacritic.com/images/products/music/2/24c520585b9acee61198de3e6dd26811-98.jpg
Phantom Thread [Original Motion Picture Soundtrack],Jonny Greenwood,"February 9, 2018",The ninth soundtrack from the Radiohead guitarist is his fourth for a Paul Thomas Anderson film.,86,8.4,https://static.metacritic.com/images/products/music/8/8cbc1060757c92a834ff12f74eeaccb7-98.jpg
Present Tense,Wild Beasts,"February 25, 2014",The fourth full-length studio release for the British four-piece was co-produced by Lexxx and Leo Abrahams.,86,8.6,https://static.metacritic.com/images/products/music/7/7f9113f9d26dede929e61f54ae9c68c9-98.jpg
Empros,Russian Circles,"October 25, 2011",The fourth full-length album for the Chicago instrumental metal band was produced by Brandon Curtis of The Secret Machines.,86,8.6,https://static.metacritic.com/images/products/music/6/434717d6a34d03907492453ceb2670d1-98.jpg
I See The Sign,Sam Amidon,"April 13, 2010",The singer-songwriter worked with Nico Muhly on his album of traditional and untraditional songs reworked into folk music.,86,8.5,https://static.metacritic.com/images/products/music/2/e016508f574029427b369515dd6024a0-98.jpg
